2015-09-21 11:29:20.499, init, ExecTime_60 [sec] DataPeriod_1000 [ms] DataType_Mount DataN_18300000  
2015-09-21 11:29:20.499, init, Server: N_1 Host_[localhost:2809]
2015-09-21 11:29:20.500, init, UserAgentN_10 Wait[ms]: Agent_100
2015-09-21 11:29:20.500, init, MsgQueueN_10 MaxMQLength_100 WindowSize_100 Wait[ms]: Queue_100 
2015-09-21 11:29:20.604, data, MQL
2015-09-21 11:29:20.609, data, MQL
2015-09-21 11:29:20.709, data, MQL
2015-09-21 11:29:20.810, data, MQL
2015-09-21 11:29:20.909, data, MQL
2015-09-21 11:29:21.009, data, MQL
2015-09-21 11:29:21.115, data, MQL
2015-09-21 11:29:21.209, data, MQL
2015-09-21 11:29:21.309, data, MQL
2015-09-21 11:29:21.410, data, MQL
2015-09-21 11:29:21.513, data, MQL
2015-09-21 11:29:21.609, data, MQL
2015-09-21 11:29:21.710, data, MQL
2015-09-21 11:29:21.809, data, MQL
2015-09-21 11:29:21.909, data, MQL
2015-09-21 11:29:22.008, data, MQL
2015-09-21 11:29:22.115, data, MQL
2015-09-21 11:29:22.209, data, MQL
2015-09-21 11:29:22.311, data, MQL
2015-09-21 11:29:22.410, data, MQL
2015-09-21 11:29:22.510, data, MQL
2015-09-21 11:29:22.615, data, MQL
2015-09-21 11:29:22.709, data, MQL
2015-09-21 11:29:22.822, data, MQL
2015-09-21 11:29:22.909, data, MQL
2015-09-21 11:29:23.009, data, MQL
2015-09-21 11:29:23.090, start, Start Agent System
2015-09-21 11:29:23.092, field, MQName,RMQ0 ,RMQ1 ,RMQ2 ,RMQ3 ,RMQ4 ,RMQ5 ,RMQ6 ,RMQ7 ,RMQ8 ,RMQ9 
2015-09-21 11:29:43.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:43.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:43.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:43.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:43.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:44.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:44.130, data, MQL,0 ,37 ,0 ,34 ,31 ,0 ,0 ,29 ,0 ,0 
2015-09-21 11:29:44.210, data, MQL,96 ,99 ,96 ,0 ,0 ,96 ,96 ,0 ,0 ,96 
2015-09-21 11:29:44.325, data, MQL,0 ,44 ,0 ,100 ,0 ,0 ,0 ,56 ,101 ,0 
2015-09-21 11:29:44.410, data, MQL,53 ,12 ,53 ,60 ,42 ,53 ,53 ,0 ,101 ,53 
2015-09-21 11:29:44.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:44.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:44.710, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:44.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:44.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:45.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:45.111, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:45.209, data, MQL,48 ,0 ,5 ,19 ,20 ,31 ,32 ,41 ,43 ,53 
2015-09-21 11:29:45.323, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:45.409, data, MQL,1 ,20 ,39 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:45.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:45.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:45.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:45.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:45.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:46.008, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:46.117, data, MQL,0 ,83 ,96 ,0 ,95 ,101 ,0 ,0 ,0 ,101 
2015-09-21 11:29:46.210, data, MQL,0 ,0 ,6 ,21 ,0 ,0 ,21 ,0 ,21 ,101 
2015-09-21 11:29:46.308, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:46.408, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:46.508, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:46.608, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:46.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:46.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:46.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:47.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:47.117, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:47.214, data, MQL,73 ,5 ,51 ,0 ,73 ,52 ,49 ,52 ,72 ,0 
2015-09-21 11:29:47.319, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,49 ,0 ,0 ,0 
2015-09-21 11:29:47.409, data, MQL,29 ,24 ,24 ,23 ,28 ,23 ,43 ,24 ,12 ,24 
2015-09-21 11:29:47.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:47.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:47.710, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:47.810, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:47.910, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:48.010, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:48.113, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,35 ,0 ,34 ,0 
2015-09-21 11:29:48.210, data, MQL,0 ,83 ,0 ,85 ,82 ,15 ,86 ,0 ,0 ,84 
2015-09-21 11:29:48.310, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:48.410, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:48.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:48.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:48.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:48.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:48.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:49.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:49.115, data, MQL,36 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,31 ,0 
2015-09-21 11:29:49.209, data, MQL,3 ,0 ,33 ,34 ,34 ,34 ,14 ,46 ,23 ,47 
2015-09-21 11:29:49.309, data, MQL,0 ,0 ,0 ,0 ,44 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:49.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:49.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:49.610, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:49.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:49.810, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:49.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:50.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:50.109, data, MQL,34 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 
2015-09-21 11:29:50.209, data, MQL,22 ,60 ,82 ,82 ,62 ,19 ,40 ,82 ,82 ,33 
2015-09-21 11:29:50.309, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:50.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:50.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:50.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:50.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:50.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:50.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:51.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:51.111, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:51.210, data, MQL,90 ,88 ,85 ,82 ,79 ,0 ,95 ,94 ,93 ,77 
2015-09-21 11:29:51.309, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 
2015-09-21 11:29:51.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:51.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:51.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:51.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:51.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:51.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:52.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:52.112, data, MQL,33 ,11 ,43 ,0 ,0 ,0 ,16 ,22 ,27 ,0 
2015-09-21 11:29:52.211, data, MQL,61 ,87 ,51 ,100 ,101 ,99 ,81 ,70 ,69 ,100 
2015-09-21 11:29:52.310, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:52.410, data, MQL,15 ,28 ,29 ,29 ,29 ,29 ,29 ,28 ,28 ,28 
2015-09-21 11:29:52.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:52.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:52.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:52.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:52.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:53.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:53.122, data, MQL,46 ,0 ,69 ,56 ,0 ,0 ,0 ,0 ,0 ,55 
2015-09-21 11:29:53.212, data, MQL,0 ,0 ,22 ,28 ,0 ,0 ,0 ,101 ,72 ,5 
2015-09-21 11:29:53.309, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:53.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:53.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:53.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:53.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:53.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:53.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:54.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:54.113, data, MQL,0 ,0 ,6 ,0 ,4 ,0 ,3 ,0 ,8 ,0 
2015-09-21 11:29:54.219, data, MQL,90 ,46 ,90 ,101 ,89 ,46 ,89 ,101 ,90 ,101 
2015-09-21 11:29:54.328, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,101 
2015-09-21 11:29:54.410, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:54.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:54.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:54.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:54.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:54.910, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:55.008, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:55.113, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:55.209, data, MQL,91 ,91 ,91 ,91 ,72 ,72 ,90 ,90 ,90 ,91 
2015-09-21 11:29:55.316, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:55.408, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:55.508, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:55.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:55.708, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:55.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:55.908, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:56.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:56.111, data, MQL,44 ,0 ,0 ,0 ,0 ,0 ,51 ,56 ,54 ,52 
2015-09-21 11:29:56.212, data, MQL,38 ,43 ,50 ,101 ,50 ,42 ,1 ,0 ,25 ,0 
2015-09-21 11:29:56.309, data, MQL,14 ,13 ,13 ,0 ,13 ,13 ,13 ,13 ,13 ,101 
2015-09-21 11:29:56.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:56.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:56.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:56.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:56.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:56.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:57.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:57.109, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:57.234, data, MQL,50 ,65 ,95 ,86 ,96 ,78 ,96 ,80 ,101 ,98 
2015-09-21 11:29:57.319, data, MQL,0 ,0 ,0 ,0 ,0 ,101 ,0 ,0 ,0 ,101 
2015-09-21 11:29:57.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:57.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:57.610, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:57.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:57.810, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:57.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:58.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:58.124, data, MQL,67 ,56 ,0 ,0 ,0 ,0 ,0 ,0 ,41 ,47 
2015-09-21 11:29:58.221, data, MQL,35 ,42 ,63 ,87 ,62 ,85 ,100 ,78 ,58 ,42 
2015-09-21 11:29:58.315, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:58.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:58.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:58.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:58.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:58.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:58.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:59.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:59.116, data, MQL,0 ,61 ,0 ,38 ,0 ,44 ,51 ,0 ,0 ,0 
2015-09-21 11:29:59.209, data, MQL,90 ,32 ,90 ,66 ,91 ,57 ,20 ,101 ,90 ,100 
2015-09-21 11:29:59.311, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:59.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:59.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:59.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:59.708, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:59.808, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:59.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:00.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:00.113, data, MQL,95 ,92 ,87 ,0 ,100 ,101 ,101 ,101 ,101 ,99 
2015-09-21 11:30:00.210, data, MQL,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,101 ,0 
2015-09-21 11:30:00.317, data, MQL,0 ,0 ,0 ,0 ,0 ,61 ,0 ,0 ,0 ,61 
2015-09-21 11:30:00.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:00.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:00.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:00.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:00.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:00.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:01.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:01.110, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:01.217, data, MQL,101 ,64 ,8 ,66 ,101 ,67 ,88 ,25 ,88 ,67 
2015-09-21 11:30:01.319, data, MQL,0 ,87 ,87 ,0 ,0 ,88 ,0 ,0 ,0 ,0 
2015-09-21 11:30:01.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:01.508, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:01.608, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:01.708, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:01.808, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:01.908, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:02.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:02.108, data, MQL,0 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:02.208, data, MQL,54 ,101 ,0 ,36 ,83 ,36 ,54 ,0 ,54 ,84 
2015-09-21 11:30:02.316, data, MQL,0 ,0 ,0 ,99 ,0 ,0 ,58 ,32 ,91 ,0 
2015-09-21 11:30:02.414, data, MQL,63 ,53 ,53 ,92 ,53 ,73 ,6 ,43 ,6 ,64 
2015-09-21 11:30:02.508, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:02.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:02.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:02.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:02.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:03.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:03.109, data, MQL,0 ,96 ,94 ,91 ,89 ,0 ,83 ,74 ,87 ,98 
2015-09-21 11:30:03.214, data, MQL,101 ,0 ,2 ,0 ,1 ,0 ,20 ,39 ,11 ,0 
2015-09-21 11:30:03.314, data, MQL,95 ,0 ,0 ,95 ,0 ,95 ,0 ,96 ,95 ,95 
2015-09-21 11:30:03.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:03.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:03.608, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:03.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:03.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:03.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:04.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:04.114, data, MQL,46 ,50 ,67 ,66 ,74 ,0 ,90 ,0 ,46 ,0 
2015-09-21 11:30:04.209, data, MQL,67 ,31 ,17 ,15 ,1 ,81 ,0 ,80 ,0 ,101 
2015-09-21 11:30:04.309, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:04.408, data, MQL,60 ,16 ,38 ,52 ,38 ,51 ,38 ,51 ,61 ,51 
2015-09-21 11:30:04.508, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:04.608, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:04.708, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:04.808, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:04.908, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:05.008, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:05.110, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:30:05.209, data, MQL,27 ,27 ,33 ,27 ,36 ,0 ,0 ,0 ,30 ,37 
